target,feature_type,feature_name,auc_loco,auprc_loco,delta_auc_vs_controls,delta_auprc_vs_controls
outcome_joined_team,single_subcode_plus_controls,subcode__proposes_new_idea,0.7403726708074534,0.6368294636987082,0.04693877551020398,0.06585225584268017
outcome_joined_team,single_subcode_plus_controls,subcode__proposes_next_step,0.7374248250024648,0.6217593154797689,0.04399092970521534,0.05078210762374091
outcome_joined_team,single_subcode_plus_controls,subcode__proposes_process,0.8463472345459923,0.7706045463707045,0.15291333924874284,0.1996273385146765
outcome_joined_team,single_subcode_plus_controls,subcode__raises_concern,0.7142955733017844,0.6014374832095346,0.020861678004534978,0.030460275353506594
outcome_joined_team,single_subcode_plus_controls,subcode__records_or_documents,0.6924479936902296,0.5755062852104951,-0.0009859016070198345,0.004529077354467059
outcome_joined_team,single_subcode_plus_controls,subcode__redirects_idea,0.7174504584442473,0.6028068663327113,0.02401656314699785,0.03182965847668329
outcome_joined_team,single_subcode_plus_controls,subcode__redirects_speaker,0.7410628019323672,0.6316871846254495,0.04762890663511776,0.06070997676942147
outcome_joined_team,single_subcode_plus_controls,subcode__reframes_cross_disciplinarily,0.7068717342009267,0.5931372188906003,0.013437838903677335,0.022160011034572324
outcome_joined_team,single_subcode_plus_controls,subcode__resolves_contradiction,0.6930986887508627,0.5682181124159142,-0.00033520654638674596,-0.002759095440113768
outcome_joined_team,single_subcode_plus_controls,subcode__returns_to_earlier_idea,0.6960070984915705,0.5754025157857446,0.002573203194321083,0.0044253079297166265
outcome_joined_team,single_subcode_plus_controls,subcode__scope_calibration,0.6998323967268066,0.5821607822552471,0.006398501429557224,0.011183574399219132
outcome_joined_team,single_subcode_plus_controls,subcode__setback_response_accepts_builds,0.6917972986295966,0.5686377643008046,-0.001636596667652812,-0.0023394435552234194
outcome_joined_team,single_subcode_plus_controls,subcode__setback_response_defends,0.6949916198363403,0.5683229905141229,0.0015577245390908656,-0.002654217341905074
outcome_joined_team,single_subcode_plus_controls,subcode__setback_response_explores,0.6857340037464261,0.5656627610126248,-0.00769989155082329,-0.005314446843403209
outcome_joined_team,single_subcode_plus_controls,subcode__setback_response_redirects,0.6895790200138028,0.5683703207994095,-0.003854875283446635,-0.00260688705661849
outcome_joined_team,single_subcode_plus_controls,subcode__shares_data_or_findings,0.6948042985310066,0.5734996354555273,0.0013704032337571448,0.0025224275994992773
outcome_joined_team,single_subcode_plus_controls,subcode__shares_domain_knowledge,0.7367445528936212,0.6365488929659009,0.04331065759637176,0.06557168510987288
outcome_joined_team,single_subcode_plus_controls,subcode__shares_method_or_approach,0.6977324263038549,0.5963044315771081,0.004298531006605488,0.025327223721080094
outcome_joined_team,single_subcode_plus_controls,subcode__shares_personal_experience,0.6924578527062999,0.5684628586404146,-0.0009760425909495218,-0.002514349215613443
outcome_joined_team,single_subcode_plus_controls,subcode__societal_significance,0.6904860494922607,0.5708472260258897,-0.002947845804988747,-0.0001299818301383482
outcome_joined_team,single_subcode_plus_controls,subcode__specific_future_plan,0.7150547175391896,0.6012990452764402,0.021620822241940174,0.030321837420412168
outcome_joined_team,single_subcode_plus_controls,subcode__summarizes_for_group,0.7287390318446219,0.6078415628920173,0.03530513654737244,0.03686435503598928
outcome_joined_team,single_subcode_plus_controls,subcode__supports_or_validates,0.7163166715961746,0.5989202924439079,0.02288277629892521,0.027943084587879863
outcome_joined_team,single_subcode_plus_controls,subcode__synthesizes_contributions,0.7298531006605541,0.6126812168179903,0.036419205363304674,0.04170400896196225
outcome_joined_team,single_subcode_plus_controls,subcode__translates_terminology,0.6928620723651778,0.5702617215811623,-0.0005718229320715862,-0.0007154862748657287
outcome_joined_team,single_subcode_plus_controls,subcode__uses_humor,0.7234940352952776,0.6115579694277837,0.030060139998028146,0.04058076157175572
outcome_joined_team,single_subcode_plus_controls,subcode__vague_future_reference,0.698185941043084,0.5769902956982818,0.004752045745834543,0.006013087842253739
outcome_joined_team,single_subcode_plus_controls,subcode__yields_floor,0.6953958394952183,0.5743609336579181,0.0019619441979689123,0.0033837258018900584
outcome_joined_funded_team,controls_only,__controls__,0.6832511871130612,0.29592296787348704,0.0,0.0
outcome_joined_funded_team,single_subcode_plus_controls,subcode__ambiguous,0.68201899380898,0.2939550194163439,-0.0012321933040811972,-0.001967948457143154
outcome_joined_funded_team,single_subcode_plus_controls,subcode__asks_clarifying_question,0.6796748211817035,0.2937853475274875,-0.0035763659313576834,-0.002137620345999569
outcome_joined_funded_team,single_subcode_plus_controls,subcode__asks_factual_question,0.683807176774659,0.29294529630778104,0.0005559896615977555,-0.002977671565705997
outcome_joined_funded_team,single_subcode_plus_controls,subcode__asks_for_elaboration,0.6870529542585802,0.30377473566817115,0.0038017671455189417,0.007851767794684106
outcome_joined_funded_team,single_subcode_plus_controls,subcode__asks_for_opinion,0.6895323676143535,0.31188510775177203,0.006281180501292338,0.015962139878284987
outcome_joined_funded_team,single_subcode_plus_controls,subcode__asks_rhetorical_question,0.6754372783554728,0.2937154170287277,-0.007813908757588361,-0.0022075508447593206
outcome_joined_funded_team,single_subcode_plus_controls,subcode__attributes_to_other,0.6835216685700547,0.29723375106082295,0.0002704814569934877,0.0013107831873359066
outcome_joined_funded_team,single_subcode_plus_controls,subcode__calls_for_decision,0.6965799122437939,0.30942211938077563,0.013328725130732688,0.013499151507288587
outcome_joined_funded_team,single_subcode_plus_controls,subcode__checks_consensus,0.7049798641582017,0.3128309113325154,0.021728677045140476,0.01690794345902835
outcome_joined_funded_team,single_subcode_plus_controls,subcode__combines_ideas,0.6849792630882972,0.30229610924106975,0.0017280759752359431,0.006373141367582713
outcome_joined_funded_team,single_subcode_plus_controls,subcode__compares_options,0.6870529542585804,0.30262281287810444,0.0038017671455191637,0.0066998450046174
outcome_joined_funded_team,single_subcode_plus_controls,subcode__connects_methods,0.6802157840956904,0.2942976405754609,-0.003035403017370819,-0.001625327298026169
outcome_joined_funded_team,single_subcode_plus_controls,subcode__critiques_or_challenges,0.6803961050670194,0.30302352214560113,-0.0028550820460417903,0.00710055427211409
outcome_joined_funded_team,single_subcode_plus_controls,subcode__devil_advocate,0.6823345555088057,0.2927637927517286,-0.0009166316042554801,-0.0031591751217584507
outcome_joined_funded_team,single_subcode_plus_controls,subcode__encourages_participation,0.7412844863857667,0.3616981822124538,0.05803329927270551,0.06577521433896677
outcome_joined_funded_team,single_subcode_plus_controls,subcode__expertise_complementarity,0.6844082466790888,0.30000815431090183,0.0011570595660276295,0.0040851864374147895
outcome_joined_funded_team,single_subcode_plus_controls,subcode__explicit_role_assignment,0.679224018753381,0.2942811789665896,-0.0040271683596802,-0.0016417889068974234
outcome_joined_funded_team,single_subcode_plus_controls,subcode__expresses_appreciation,0.7291879545591152,0.3412363551882531,0.045936767446054017,0.045313387314766085
outcome_joined_funded_team,single_subcode_plus_controls,subcode__expresses_enthusiasm,0.6783674941395683,0.29298237347576644,-0.0048836929734928924,-0.0029405943977205973
outcome_joined_funded_team,single_subcode_plus_controls,subcode__extends_existing_idea,0.7130492276251728,0.36200350282605553,0.029798040512111545,0.06608053495256849
outcome_joined_funded_team,single_subcode_plus_controls,subcode__field_significance,0.6891566989240849,0.29997093627478105,0.005905511811023723,0.004047968401294011
outcome_joined_funded_team,single_subcode_plus_controls,subcode__frames_shared_problem,0.7007723748271923,0.3015417080065753,0.017521187714131137,0.005618740133088274
outcome_joined_funded_team,single_subcode_plus_controls,subcode__funding_priority_alignment,0.6869778205205265,0.3076516708618469,0.003726633407465263,0.011728702988359874
outcome_joined_funded_team,single_subcode_plus_controls,subcode__identifies_common_ground,0.6901935445092264,0.31313068482719864,0.006942357396165222,0.017207716953711594
outcome_joined_funded_team,single_subcode_plus_controls,subcode__implicit_role_suggestion,0.6811023622047246,0.29396165536007746,-0.0021488249083365663,-0.0019613125134095855
outcome_joined_funded_team,single_subcode_plus_controls,subcode__individual_framing,0.7222906774057822,0.36858866720440414,0.039039490292721024,0.0726656993309171
outcome_joined_funded_team,single_subcode_plus_controls,subcode__invites_contribution,0.7732163250586043,0.38887524639861354,0.08996513794554306,0.0929522785251265
outcome_joined_funded_team,single_subcode_plus_controls,subcode__joint_framing,0.6975867043337141,0.30382276569028915,0.01433551722065285,0.007899797816802112
outcome_joined_funded_team,single_subcode_plus_controls,subcode__manages_tension,0.6902987317425018,0.3135632517610461,0.007047544629440572,0.01764028388755906
outcome_joined_funded_team,single_subcode_plus_controls,subcode__method_complementarity,0.6795846606960391,0.2998893092631083,-0.0036665264170221423,0.003966341389621264
outcome_joined_funded_team,single_subcode_plus_controls,subcode__none,0.6781721464206288,0.2934555767060211,-0.005079040692432368,-0.0024673911674659155
outcome_joined_funded_team,single_subcode_plus_controls,subcode__proposes_new_idea,0.6998106629801045,0.32241019802964627,0.016559475867043316,0.026487230156159225
outcome_joined_funded_team,single_subcode_plus_controls,subcode__proposes_next_step,0.7230269880387089,0.3334721774832752,0.0397758009256477,0.03754920960978814
outcome_joined_funded_team,single_subcode_plus_controls,subcode__proposes_process,0.7864398629560618,0.4026226365776865,0.10318867584300062,0.10669966870419945
outcome_joined_funded_team,single_subcode_plus_controls,subcode__raises_concern,0.6856704934783915,0.30013085285632546,0.002419306365330276,0.004207884982838417
outcome_joined_funded_team,single_subcode_plus_controls,subcode__records_or_documents,0.6766544449119433,0.29146090500667793,-0.006596742201117944,-0.004462062866809113
outcome_joined_funded_team,single_subcode_plus_controls,subcode__redirects_idea,0.6912754703372003,0.31254938462107595,0.008024283224139062,0.016626416747588912
outcome_joined_funded_team,single_subcode_plus_controls,subcode__redirects_speaker,0.6999008234657691,0.32213059015156825,0.016649636352707886,0.02620762227808121
outcome_joined_funded_team,single_subcode_plus_controls,subcode__reframes_cross_disciplinarily,0.6843030594458136,0.29434248185304646,0.0010518723327523904,-0.0015804860204405857
outcome_joined_funded_team,single_subcode_plus_controls,subcode__resolves_contradiction,0.6825299032277454,0.2939788700364462,-0.0007212838853157821,-0.001944097837040859
outcome_joined_funded_team,single_subcode_plus_controls,subcode__returns_to_earlier_idea,0.6815832181282683,0.2930521370787411,-0.0016679689847929335,-0.0028708307947459266
outcome_joined_funded_team,single_subcode_plus_controls,subcode__scope_calibration,0.686481937849372,0.2999812728323806,0.003230750736310739,0.004058304958893533
outcome_joined_funded_team,single_subcode_plus_controls,subcode__setback_response_accepts_builds,0.6824848229849132,0.2957761156349394,-0.0007663641281480116,-0.00014685223854765672
outcome_joined_funded_team,single_subcode_plus_controls,subcode__setback_response_defends,0.6806215062811805,0.29363323215626524,-0.002629680831880754,-0.002289735717221797
outcome_joined_funded_team,single_subcode_plus_controls,subcode__setback_response_explores,0.6812977099236642,0.2931186050724471,-0.0019534771893969793,-0.0028043628010399613
outcome_joined_funded_team,single_subcode_plus_controls,subcode__setback_response_redirects,0.6822744485183627,0.29499699871038226,-0.0009767385946984897,-0.0009259691631047784
outcome_joined_funded_team,single_subcode_plus_controls,subcode__shares_data_or_findings,0.6907345074232133,0.3020921296171786,0.007483320310152086,0.006169161743691531
outcome_joined_funded_team,single_subcode_plus_controls,subcode__shares_domain_knowledge,0.712327943739857,0.3482546184856714,0.029076756626795763,0.052331650612184366
outcome_joined_funded_team,single_subcode_plus_controls,subcode__shares_method_or_approach,0.6862565366352107,0.30984861890472903,0.003005349522149481,0.013925651031241992
outcome_joined_funded_team,single_subcode_plus_controls,subcode__shares_personal_experience,0.6829205986656247,0.2949553599526057,-0.0003305884474364973,-0.0009676079208813526
outcome_joined_funded_team,single_subcode_plus_controls,subcode__societal_significance,0.6815982448758791,0.29881913671109267,-0.0016529422371821534,0.0028961688376056283
outcome_joined_funded_team,single_subcode_plus_controls,subcode__specific_future_plan,0.6909899621325959,0.30559619931539694,0.007738775019534683,0.009673231441909902
outcome_joined_funded_team,single_subcode_plus_controls,subcode__summarizes_for_group,0.7105397607741779,0.31956604162007274,0.0272885736611167,0.023643073746585697
outcome_joined_funded_team,single_subcode_plus_controls,subcode__supports_or_validates,0.6992997535613392,0.30639259638816113,0.016048566448278012,0.01046962851467409
outcome_joined_funded_team,single_subcode_plus_controls,subcode__synthesizes_contributions,0.7058664422672357,0.31678449094827854,0.022615255154174507,0.0208615230747915
outcome_joined_funded_team,single_subcode_plus_controls,subcode__translates_terminology,0.6773607020496485,0.2898058891558881,-0.00589048506341272,-0.006117078717598923
outcome_joined_funded_team,single_subcode_plus_controls,subcode__uses_humor,0.6967452064675124,0.3065591680688338,0.013494019354451159,0.010636200195346779
outcome_joined_funded_team,single_subcode_plus_controls,subcode__vague_future_reference,0.6844683536695318,0.30060009251848846,0.001217166556470639,0.004677124645001418
outcome_joined_funded_team,single_subcode_plus_controls,subcode__yields_floor,0.683852257017491,0.2983971713988516,0.0006010699044297629,0.002474203525364538
